what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427441664
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427457357
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311427472940
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311427475961
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427479094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427479190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427483944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311427484025
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427484079
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427484241
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427484377
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427492531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427492585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427494556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311427494601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427508884
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1311427564293
opened,editor,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.SnippetEditor",1311427564347
activated,editor,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.SnippetEditor",1311427564371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427564451
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311427564524
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1311427564630
activated,editor,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.SnippetEditor",1311427568405
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311427570660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427577467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427612259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427621827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427637416
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427637762
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311427637839
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1311427696008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311427767612
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.select.previous",1311427788384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311427790527
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1311427791797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311427802975
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311427826727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311427845741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1311427854196
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311427865879
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311427866352
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311427866723
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311427867251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311427874916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311427890608
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1311427893170
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311427896607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427917618
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311427962771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427962893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427965543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427965603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427968785
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311427968843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311427968843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311427974245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428048472
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428049337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428067830
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428068178
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428068471
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428068719
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428069000
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428069292
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1311428069663
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1311428069899
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1311428070237
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1311428070641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428077981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428082982
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1311428103332
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1311428150735
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1311428150759
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428163738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428173941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428229484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428247157
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428251631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428252713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428261327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428304106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428305203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428311273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428312799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428341292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311428371885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311428374108
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1311428374518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311428376211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428377624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428383695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428384221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428385135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428385582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428407274
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311428411587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428413729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428414038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428418782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428419132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428423847
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311428426439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428428312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428428937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428430012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428430296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428432289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428432594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428437775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428477228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428495055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428502622
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311428508796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428509758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428510194
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428513885
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311428521999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428535764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428556549
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428556797
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428556865
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311428558348
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428565745
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311428573783
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428581049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428581174
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1311428585144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428590217
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1311428590307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428602116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428611000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428626051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428644746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428650591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428652899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428658765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428658827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428661184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311428661249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428662479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428678565
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428683573
activated,editor,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.SnippetEditor",1311428686917
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428687616
closed,editor,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.SnippetEditor",1311428687623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311428703144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311428710954
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428763848
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428767607
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428803626
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311428807692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428808953
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428809257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428817221
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311428818708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428820880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428821193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428824640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428824986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428827831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428829530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428836596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428839138
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428869368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311428879890
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311428889231
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428904171
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428904275
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428987262
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428991536
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311428994862
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428997834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311428997909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311428999198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429028668
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311429048467
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429059792
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429073469
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429073471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429075276
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429075277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429111544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429196289
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429205783
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1311429209884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429211426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429211761
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429218741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429235994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429252985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429289402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429291374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429361106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429365687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429415497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429430895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429440753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429493164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429494671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429506738
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429512341
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429515752
