what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1311424172866
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311424172868
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424174060
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1311424174062
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424175988
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424184533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424186298
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424220221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424224736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424230054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424230186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424233781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424234246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424238480
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311424238568
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424240172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424252272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424264623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1311424264807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424272864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424285349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424286537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424294261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424296067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424308863
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311424310611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424313408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424337027
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424338955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424343462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424395757
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311424397441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424404309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424413571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424417872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424572618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424575318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424597965
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424602026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424609042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424611539
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311424611545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1311424611607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424616111
error,log,,,"Unable to read /Users/paulbertemes/Documents/_Programming_Files/Eclipse_Files/android-sdk-mac_x86/AndroidManifest.xml: java.io.FileNotFoundException: /Users/paulbertemes/Documents/_Programming_Files/Eclipse_Files/android-sdk-mac_x86/AndroidManifest.xml (No such file or directory)",1311424620507
error,log,,,"Unable to read /Users/paulbertemes/Documents/_Programming_Files/Eclipse_Files/android-sdk-mac_x86/AndroidManifest.xml: java.io.FileNotFoundException: /Users/paulbertemes/Documents/_Programming_Files/Eclipse_Files/android-sdk-mac_x86/AndroidManifest.xml (No such file or directory)",1311424620512
error,log,,,"Failed to load properties file for project 'AccelerometerPlayActivity'",1311424678598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424678674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1311424678771
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424685868
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311424686757
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311424686822
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424693057
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424699733
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311424702359
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424702361
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311424706188
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424709953
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311424710110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424713441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424716276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424716777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424719803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424720469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424753768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424753941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424798670
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311424798814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424800527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424807567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424811584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424813213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311424816055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311425152515
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311425154179
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1311425158264
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1311425158265
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1311425158267
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1311425158268
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1311425158269
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1311425158269
stopped,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1311425158269
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1311425158269
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1311425158269
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1311425158270
stopped,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1311425158270
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1311425158353
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1311425158354
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1311425158357
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1311425158357
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1311425158359
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1311425158360
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1311425158371
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1311425158373
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1311425158374
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1311425158410
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1311425158411
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1311425158412
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1311425158413
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1311425158414
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1311425158414
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1311425158415
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1311425158415
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1311425158415
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1311425158416
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1311425158416
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1311425158416
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1311425158418
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1311425158432
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1311425158433
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1311427005558
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1311427005559
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1311427005560
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1311427005561
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1311427005563
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1311427005564
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1311427005565
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1311427005565
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1311427005566
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1311427005567
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1311427005568
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1311427005570
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1311427005571
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1311427005572
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1311427005592
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1311427005593
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1311427005633
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1311427005635
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1311427005635
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1311427005650
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1311427005665
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1311427005666
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1311427005667
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1311427005667
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1311427005671
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1311427005696
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1311427005733
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1311427005767
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1311427005806
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1311427005806
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1311427005807
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1311427005807
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1311427005808
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1311427005808
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1311427005809
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1311427005810
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1311427005830
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1311427005831
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1311427005831
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1311427005832
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1311427005833
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1311427005834
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1311427005834
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1311427005835
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1311427005835
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1311427005835
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1311427005836
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1311427005836
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1311427005837
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1311427005838
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1311427005838
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1311427005839
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1311427005839
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1311427005840
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1311427005840
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1311427005841
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1311427005844
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1311427005845
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1311427005845
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1311427005846
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1311427005847
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1311427005847
